rcode,pcode,year,month,exports_sa,imports_sa,rGDP,pGDP,bexrate,,,
GBR,ESP,2014,4,1217702030,1783077705,771107.25,356222.06,0.82525408,,,
GBR,ESP,2014,5,1253723148,1868086527,778555.56,355048.19,0.81493765,,,
GBR,ESP,2014,6,1341269463,1919820280,783302.25,352334.09,0.80407447,,,
GBR,ESP,2014,7,1263919538,1868486234,784603.69,351862.38,0.80193096,,,
GBR,ESP,2014,8,1296603396,1695454927,776327.63,347333.22,0.79727691,,,
GBR,ESP,2014,9,1046194888,1829740675,757616.94,337735.28,0.79165119,,,
GBR,ESP,2014,10,1316581891,1711557766,747017.5,332971.66,0.78883928,,,
GBR,ESP,2014,11,1179144029,1768465352,745255.63,329139.81,0.77945131,,,
GBR,ESP,2014,12,1081103938,1783212738,732818,326851.66,0.78501403,,,
GBR,ESP,2015,1,1124392309,1810087315,712811.81,309382.41,0.76183295,,,
GBR,ESP,2015,2,1114504179,1671896893,720199.88,302900.84,0.74060208,,,
GBR,ESP,2015,3,1118504484,1692094964,707731.38,289937.09,0.72370243,,,
GBR,ESP,2015,4,1087415422,1796448762,710133.88,289055.06,0.72134197,,,
GBR,ESP,2015,5,1085317732,1685449442,735463.44,300117.13,0.72062904,,,
GBR,ESP,2015,6,1174179338,1696060127,739390.75,302932.25,0.72100919,,,
GBR,ESP,2015,7,1189517441,1886255846,739788.19,298167.53,0.7068305,,,
GBR,ESP,2015,8,1122564035,1805150361,743198.13,303265.22,0.71385306,,,
GBR,ESP,2015,9,1140947945,1858783557,732522.81,306726.78,0.73072803,,,
GBR,ESP,2015,10,1128831584,1833376833,723063.19,308340.09,0.74236816,,,
GBR,ESP,2015,11,1086987934,1845196929,730595.63,294993.06,0.7057814,,,
GBR,ESP,2015,12,1118149892,1787100872,723684.31,299219.75,0.72566307,,,
GBR,ESP,2016,1,1075209772,1669209193,698905.94,299103.94,0.75412726,,,
GBR,ESP,2016,2,1086266910,1788372031,695600.25,306567.63,0.77618337,,,
GBR,ESP,2016,3,1064232219,1867086131,694354.19,307808.16,0.78028792,,,
GBR,ESP,2016,4,1133196647,1783411073,700467.06,315505.41,0.79238164,,,
GBR,ESP,2016,5,1136786644,2042635319,712976.69,315682.09,0.77879655,,,
GBR,ESP,2016,6,943131131.6,1766334134,699039.88,314342.38,0.79083312,,,
GBR,ESP,2016,7,989514398.7,1720673593,649252.69,310798.69,0.84175199,,,
GBR,ESP,2016,8,1092050187,1814673608,650687.56,316043.47,0.8549071,,,
GBR,ESP,2016,9,1075100690,1862111023,655045.94,317273.06,0.85335195,,,
GBR,ESP,2016,10,908390135,1463425705,618203.5,313218.88,0.89351475,,,
GBR,ESP,2016,11,1156793946,1765256103,624902.69,307373.38,0.86864156,,,
GBR,ESP,2016,12,1361583840,1646376863,630324.94,300675.47,0.84356499,,,
GBR,ESP,2017,1,1152146302,1617326832,621867.13,303292.94,0.86366409,,,
GBR,ESP,2017,2,1195032744,1790470448,632670.94,305465.81,0.85247558,,,
GBR,ESP,2017,3,1161837950,2107511394,625859.88,308020.78,0.86641228,,,
GBR,ESP,2017,4,938473110.9,1408163286,642106.13,310470.53,0.84872544,,,
GBR,ESP,2017,5,1072273171,1660240182,658280.44,320895.13,0.85458213,,,
GBR,ESP,2017,6,1066006115,1683095935,652876.44,327090.75,0.87718141,,,
GBR,ESP,2017,7,1110367414,1572613647,663663.63,336508.31,0.88665187,,,
GBR,ESP,2017,8,1098877363,1629225956,664170,346531.47,0.91090643,,,
GBR,ESP,2017,9,1171531558,1569615089,684868.75,351312.13,0.8941415,,,
GBR,ESP,2017,10,1187095138,1729743394,680683.06,348219.41,0.89031547,,,
GBR,ESP,2017,11,1181777256,1565593234,682738.06,347999.28,0.88777089,,,
GBR,ESP,2017,12,1162142266,1684946578,694897.75,352020.16,0.88300365,,,
GBR,EST,2012,1,35809301.94,15366850.35,647966.44,5638.6333,0.83150345,,,
GBR,EST,2012,2,35733900.41,47331022.32,659926.88,5822.5444,0.83701295,,,
GBR,EST,2012,3,27771291.17,21790601.63,660968.31,5856.8701,0.83463746,,,
GBR,EST,2012,4,33548768.91,41581177.16,668906.69,5883.8877,0.82268661,,,
GBR,EST,2012,5,42307152.17,15142027.97,671151.69,5741.8765,0.80346304,,,
GBR,EST,2012,6,43847682.29,23767019.9,661749.25,5648.0234,0.8048411,,,
GBR,EST,2012,7,35666966.28,16009416.35,668370.75,5562.6616,0.78799689,,,
GBR,EST,2012,8,35496685.32,21499499.56,674364.38,5627.4272,0.7891776,,,
GBR,EST,2012,9,41065303.11,18036676.33,692458.63,5847.416,0.79768515,,,
GBR,EST,2012,10,42087437.95,23632298.32,691685.19,5913.5366,0.8066842,,,
GBR,EST,2012,11,38224873.69,28241227,688198.13,5891.3872,0.80346209,,,
GBR,EST,2012,12,31329023.87,73916680.07,670056.31,6070.4624,0.84584498,,,
GBR,EST,2013,1,42405767.46,25889822.75,691273.94,6194.6152,0.83231086,,,
GBR,EST,2013,2,38800458.92,27067945.11,671910.38,6241.4985,0.86307269,,,
GBR,EST,2013,3,41494127.72,18356548.77,655976.38,6070.3149,0.8600837,,,
GBR,EST,2013,4,38954787.63,19606717.05,667388.25,6112.7393,0.85157335,,,
GBR,EST,2013,5,38130199.74,18843886.63,671846.06,6127.7036,0.84824568,,,
GBR,EST,2013,6,37065892.26,17721512.06,684647.56,6261.5962,0.85082281,,,
GBR,EST,2013,7,45680030.45,31854370.31,674946.75,6245.7129,0.86111176,,,
GBR,EST,2013,8,53372854.55,22217715.48,690120.13,6364.105,0.85914719,,,
GBR,EST,2013,9,35909712.63,22113395.13,708640.69,6390.8667,0.84119093,,,
GBR,EST,2013,10,38211069.98,27049755.07,720765.56,6537.1147,0.84694856,,,
GBR,EST,2013,11,41794012.46,31314410.87,723164.25,6499.3652,0.83921117,,,
GBR,EST,2013,12,47991370.06,22729424.55,739867.94,6631.5474,0.83689398,,,
GBR,EST,2014,1,55914771.1,27752888.89,747716.25,6616.3652,0.82616204,,,
GBR,EST,2014,2,39859781.03,24345786.2,744186.5,6660.415,0.83723736,,,
GBR,EST,2014,3,37999523.41,27110757.13,762049.44,6760.8569,0.83154821,,,
GBR,EST,2014,4,39956574.98,27288087.95,771107.25,6776.4229,0.82525408,,,
GBR,EST,2014,5,35725430.37,39026159.59,778555.56,6756.707,0.81493765,,,
GBR,EST,2014,6,32897719,25748582.53,783302.25,6707.6382,0.80407447,,,
GBR,EST,2014,7,33807010.26,18880947.64,784603.69,6701.2227,0.80193096,,,
GBR,EST,2014,8,38166618.39,20776895.5,776327.63,6630.3511,0.79727691,,,
GBR,EST,2014,9,29465764.9,23151791.31,757616.94,6461.9863,0.79165119,,,
GBR,EST,2014,10,37094546.49,17910052.69,747017.5,6385.3794,0.78883928,,,
GBR,EST,2014,11,28014039.23,16991500.85,745255.63,6269.6572,0.77945131,,,
GBR,EST,2014,12,33623546.44,21979207.4,732818,6184.4937,0.78501403,,,
GBR,EST,2015,1,27369423.99,16980838.54,712811.81,5814.939,0.76183295,,,
GBR,EST,2015,2,28046076.08,16356795.46,720199.88,5703.7153,0.74060208,,,
GBR,EST,2015,3,30840252.5,18021902.89,707731.38,5469.6997,0.72370243,,,
GBR,EST,2015,4,30886663.49,18773440.87,710133.88,5463.0771,0.72134197,,,
GBR,EST,2015,5,26480698.89,15832126.15,735463.44,5670.0239,0.72062904,,,
GBR,EST,2015,6,28317581.31,22575106.86,739390.75,5721.0815,0.72100919,,,
GBR,EST,2015,7,27005423.08,44137791.29,739788.19,5629.0171,0.7068305,,,
GBR,EST,2015,8,23780250.3,27985242.08,743198.13,5713.8647,0.71385306,,,
GBR,EST,2015,9,29736358.55,31178196.51,732522.81,5767.6577,0.73072803,,,
GBR,EST,2015,10,26491577.75,26616265.52,723063.19,5786.5977,0.74236816,,,
GBR,EST,2015,11,27639507.99,19767478.4,730595.63,5534.5366,0.7057814,,,
GBR,EST,2015,12,28809760.21,26579867.82,723684.31,5612.2383,0.72566307,,,
GBR,EST,2016,1,26309648.86,25748285.82,698905.94,5608.4731,0.75412726,,,
GBR,EST,2016,2,27999117.78,31156375.74,695600.25,5737.4766,0.77618337,,,
GBR,EST,2016,3,27137067.3,32227833.66,694354.19,5749.7778,0.78028792,,,
GBR,EST,2016,4,28120121.02,26854922.28,700467.06,5882.4463,0.79238164,,,
GBR,EST,2016,5,28252630.25,30136910.02,712976.69,5909.1226,0.77879655,,,
GBR,EST,2016,6,35029242.53,26199877.31,699039.88,5907.1875,0.79083312,,,
GBR,EST,2016,7,26574312.04,24274787.25,649252.69,5863.3379,0.84175199,,,
GBR,EST,2016,8,26160637.08,21784729.2,650687.56,5993.4531,0.8549071,,,
GBR,EST,2016,9,25099846.36,22326099.68,655045.94,6047.8203,0.85335195,,,
GBR,EST,2016,10,21791642.96,28371414.28,618203.5,6000.9556,0.89351475,,,
GBR,EST,2016,11,23705384.57,30469158.62,624902.69,5928.3052,0.86864156,,,
GBR,EST,2016,12,19694447.84,25041362.38,630324.94,5837.459,0.84356499,,,
GBR,EST,2017,1,24321945.61,24816917.92,621867.13,5926.7939,0.86366409,,,
GBR,EST,2017,2,32104215.28,25830189.01,632670.94,5987.7056,0.85247558,,,
GBR,EST,2017,3,23319931.62,21439428.62,625859.88,6056.23,0.86641228,,,
GBR,EST,2017,4,22329212.65,23316167.69,642106.13,6122.8228,0.84872544,,,
GBR,EST,2017,5,37644616.28,35025377.36,658280.44,6334.8545,0.85458213,,,
GBR,EST,2017,6,25546228.09,23266444.52,652876.44,6463.6948,0.87718141,,,
GBR,EST,2017,7,25478699.52,26509894.72,663663.63,6656.4766,0.88665187,,,
GBR,EST,2017,8,27631422.88,27243723.96,664170,6877.7417,0.91090643,,,
GBR,EST,2017,9,26475289.05,21013141.08,684868.75,6995.7251,0.8941415,,,
GBR,EST,2017,10,26198346.55,22334300.52,680683.06,6956.8291,0.89031547,,,
GBR,EST,2017,11,30510386.76,21132615.4,682738.06,6982.4648,0.88777089,,,
GBR,EST,2017,12,25721207.57,23323381.62,694897.75,7093.4009,0.88300365,,,
GBR,FIN,2012,1,201005862.1,236093802.7,647966.44,64852.785,0.83150345,,,
GBR,FIN,2012,2,225006302.6,271364821,659926.88,66242.547,0.83701295,,,
GBR,FIN,2012,3,222192433.4,285993884.8,660968.31,65914.352,0.83463746,,,
GBR,FIN,2012,4,197153865.5,299296308.1,668906.69,65507.273,0.82268661,,,
GBR,FIN,2012,5,203336795,303433839.3,671151.69,63694.332,0.80346304,,,
GBR,FIN,2012,6,184953065.3,287039655.9,661749.25,62427.078,0.8048411,,,
GBR,FIN,2012,7,184320947,271772226.3,668370.75,61262.766,0.78799689,,,
GBR,FIN,2012,8,190285290.4,360692553.7,674364.38,61851.582,0.7891776,,,
GBR,FIN,2012,9,181318925.9,257666746.3,692458.63,64140.742,0.79768515,,,
GBR,FIN,2012,10,198029879,231366823.7,691685.19,64736.367,0.8066842,,,
GBR,FIN,2012,11,195617118,342479215,688198.13,64148.98,0.80346209,,,
GBR,FIN,2012,12,188282615.9,247899874.2,670056.31,65748.773,0.84584498,,,
GBR,FIN,2013,1,200192091,279645963.3,691273.94,66741.523,0.83231086,,,
GBR,FIN,2013,2,174734227.3,263081141.7,671910.38,67356.969,0.86307269,,,
GBR,FIN,2013,3,178937504.7,335656953.9,655976.38,65616.422,0.8600837,,,
GBR,FIN,2013,4,186395151.8,243642249,667388.25,66182.102,0.85157335,,,
GBR,FIN,2013,5,291930779.8,261732124.9,671846.06,66082.047,0.84824568,,,
GBR,FIN,2013,6,226244926.6,299811969.2,684647.56,67261.266,0.85082281,,,
GBR,FIN,2013,7,159427557.5,346605773.5,674946.75,66829.641,0.86111176,,,
GBR,FIN,2013,8,214980185.7,354197193.6,690120.13,68056.695,0.85914719,,,
GBR,FIN,2013,9,168254938.4,376897571,708640.69,68303.055,0.84119093,,,
GBR,FIN,2013,10,169314508.9,459430755.5,720765.56,69825.469,0.84694856,,,
GBR,FIN,2013,11,174543743.6,335093649.8,723164.25,69005.086,0.83921117,,,
GBR,FIN,2013,12,194873858.9,378107992.8,739867.94,69986.75,0.83689398,,,
GBR,FIN,2014,1,212265221.4,413083610.3,747716.25,69409.641,0.82616204,,,
GBR,FIN,2014,2,222351967.4,393647444.9,744186.5,69728.742,0.83723736,,,
GBR,FIN,2014,3,226442795.1,253308736.6,762049.44,70635.992,0.83154821,,,
GBR,FIN,2014,4,215070722.3,393486743,771107.25,70654.875,0.82525408,,,
GBR,FIN,2014,5,203498682.2,350631700.6,778555.56,70457.516,0.81493765,,,
GBR,FIN,2014,6,198015374,342032433,783302.25,69953.945,0.80407447,,,
GBR,FIN,2014,7,216231643.5,291590728.3,784603.69,69895.086,0.80193096,,,
GBR,FIN,2014,8,166851851.3,249229082.3,776327.63,68776.695,0.79727691,,,
GBR,FIN,2014,9,255668494.8,280776222.9,757616.94,66665.055,0.79165119,,,
GBR,FIN,2014,10,313103308,325361504.6,747017.5,65518.145,0.78883928,,,
GBR,FIN,2014,11,198204012.1,290561463.1,745255.63,64480.238,0.77945131,,,
GBR,FIN,2014,12,197089795.8,290478599.8,732818,63752.504,0.78501403,,,
GBR,FIN,2015,1,218863183.1,281338135.3,712811.81,60082.895,0.76183295,,,
GBR,FIN,2015,2,182447599.3,290366839.5,720199.88,58935.25,0.74060208,,,
GBR,FIN,2015,3,176347860.1,300743049.5,707731.38,56518.727,0.72370243,,,
GBR,FIN,2015,4,181131890.8,299977635.6,710133.88,56451.777,0.72134197,,,
GBR,FIN,2015,5,172055390.8,216736964.7,735463.44,58477.66,0.72062904,,,
GBR,FIN,2015,6,159343953,224515322,739390.75,58891.426,0.72100919,,,
GBR,FIN,2015,7,163951269.3,241912681.6,739788.19,57833.461,0.7068305,,,
GBR,FIN,2015,8,154447990.6,251256879.8,743198.13,58711.813,0.71385306,,,
GBR,FIN,2015,9,133614054.2,236504559.9,732522.81,59271.195,0.73072803,,,
GBR,FIN,2015,10,163258877.8,248324819,723063.19,59472.473,0.74236816,,,
GBR,FIN,2015,11,183934082.5,275678783.9,730595.63,56936.23,0.7057814,,,
GBR,FIN,2015,12,156631724.2,254865389.6,723684.31,57790.59,0.72566307,,,
GBR,FIN,2016,1,138528929.8,222564670.2,698905.94,57806.695,0.75412726,,,
GBR,FIN,2016,2,149435714,256644443.3,695600.25,59263.242,0.77618337,,,
GBR,FIN,2016,3,143355844.8,242044923.2,694354.19,59517.09,0.78028792,,,
GBR,FIN,2016,4,150445505.9,233534544,700467.06,61019.695,0.79238164,,,
GBR,FIN,2016,5,164104771,261157886.2,712976.69,61088.074,0.77879655,,,
GBR,FIN,2016,6,178320091.4,273252887.7,699039.88,60862.676,0.79083312,,,
GBR,FIN,2016,7,150682295,245366935.5,649252.69,60209.824,0.84175199,,,
GBR,FIN,2016,8,138856792.1,259711874.2,650687.56,61099.047,0.8549071,,,
GBR,FIN,2016,9,167554300.4,312486146.5,655045.94,61210.422,0.85335195,,,
GBR,FIN,2016,10,133344164.2,213256223.9,618203.5,60304.5,0.89351475,,,
GBR,FIN,2016,11,134020714.3,210291924.5,624902.69,59334.746,0.86864156,,,
GBR,FIN,2016,12,153058811.6,209056083.8,630324.94,58193.492,0.84356499,,,
GBR,FIN,2017,1,126444566.7,238022237.5,621867.13,58852.508,0.86366409,,,
GBR,FIN,2017,2,136966744,207634703.1,632670.94,59122.219,0.85247558,,,
GBR,FIN,2017,3,149328210.2,213332193.7,625859.88,59464.875,0.86641228,,,
GBR,FIN,2017,4,141986041,209196881.9,642106.13,59786.086,0.84872544,,,
GBR,FIN,2017,5,130305831.6,311365816.4,658280.44,61743.414,0.85458213,,,
GBR,FIN,2017,6,130350884.3,261888061.4,652876.44,62884.742,0.87718141,,,
GBR,FIN,2017,7,141312744.3,287998547.2,663663.63,64643.41,0.88665187,,,
GBR,FIN,2017,8,155524757.6,270727177.3,664170,66529.703,0.91090643,,,
GBR,FIN,2017,9,148446555.3,276912504.4,684868.75,67408.188,0.8941415,,,
GBR,FIN,2017,10,170701076.7,229167866.2,680683.06,66776.141,0.89031547,,,
GBR,FIN,2017,11,171104099.5,261591050.1,682738.06,67007.008,0.88777089,,,
GBR,FIN,2017,12,159584548.7,431301937.2,694897.75,68056.352,0.88300365,,,
GBR,FRA,2012,1,2622554303,2993036578,647966.44,670946.44,0.83150345,,,
GBR,FRA,2012,2,2930773425,2926215457,659926.88,688293.81,0.83701295,,,
GBR,FRA,2012,3,2795965927,3067446433,660968.31,687857.44,0.83463746,,,
GBR,FRA,2012,4,2563912707,2926992847,668906.69,686583.88,0.82268661,,,
GBR,FRA,2012,5,2761811043,3068263873,671151.69,667981.81,0.80346304,,,
GBR,FRA,2012,6,2218835330,2874041016,661749.25,655082.69,0.8048411,,,
GBR,FRA,2012,7,2754287773,2908704732,668370.75,643248,0.78799689,,,
GBR,FRA,2012,8,2822686936,2997356293,674364.38,649527.81,0.7891776,,,
GBR,FRA,2012,9,2669437727,2612838343,692458.63,673668.06,0.79768515,,,
GBR,FRA,2012,10,2526832469,3270611693,691685.19,680025.75,0.8066842,,,
GBR,FRA,2012,11,2639680935,2943736202,688198.13,673013.75,0.80346209,,,
GBR,FRA,2012,12,2700007982,2803077787,670056.31,688938.94,0.84584498,,,
GBR,FRA,2013,1,2706481333,3095201390,691273.94,698473.19,0.83231086,,,
GBR,FRA,2013,2,2669432512,2978853356,671910.38,704191.63,0.86307269,,,
GBR,FRA,2013,3,2493550341,2899858573,655976.38,685296.5,0.8600837,,,
GBR,FRA,2013,4,2854713056,3066327608,667388.25,690505.38,0.85157335,,,
GBR,FRA,2013,5,2594408848,3021945296,671846.06,688160.88,0.84824568,,,
GBR,FRA,2013,6,2485678684,3062559016,684647.56,699122.13,0.85082281,,,
GBR,FRA,2013,7,2701720081,3140880686,674946.75,693330.25,0.86111176,,,
GBR,FRA,2013,8,2663751673,3042782682,690120.13,706472.19,0.85914719,,,
GBR,FRA,2013,9,2487342318,3117897843,708640.69,709442.19,0.84119093,,,
GBR,FRA,2013,10,2448977293,3257894383,720765.56,725676.31,0.84694856,,,
GBR,FRA,2013,11,2627971790,3258407469,723164.25,719211.06,0.83921117,,,
GBR,FRA,2013,12,2704590851,3272695984,739867.94,731538.56,0.83689398,,,
GBR,FRA,2014,1,2948874344,3283172087,747716.25,727590.63,0.82616204,,,
GBR,FRA,2014,2,2172039880,3390217330,744186.5,730822.5,0.83723736,,,
GBR,FRA,2014,3,2363474224,3312551985,762049.44,740217.06,0.83154821,,,
GBR,FRA,2014,4,2326481516,3463152773,771107.25,740300.81,0.82525408,,,
GBR,FRA,2014,5,2362275322,3311560495,778555.56,737302.25,0.81493765,,,
GBR,FRA,2014,6,2400909921,3248926734,783302.25,731114.13,0.80407447,,,
GBR,FRA,2014,7,2473078505,3519698452,784603.69,729586.94,0.80193096,,,
GBR,FRA,2014,8,2863303680,3034192495,776327.63,718943.25,0.79727691,,,
GBR,FRA,2014,9,2626338566,3417504517,757616.94,697867.56,0.79165119,,,
GBR,FRA,2014,10,2712324120,3535274148,747017.5,686841.13,0.78883928,,,
GBR,FRA,2014,11,2515348531,2973645145,745255.63,677995.38,0.77945131,,,
GBR,FRA,2014,12,2435764053,3232850758,732818,672355.19,0.78501403,,,
GBR,FRA,2015,1,2313282334,3097647872,712811.81,635550.19,0.76183295,,,
GBR,FRA,2015,2,2309118551,3213325790,720199.88,620938.44,0.74060208,,,
GBR,FRA,2015,3,2296086268,3121889941,707731.38,593127.63,0.72370243,,,
GBR,FRA,2015,4,2300329486,2998911788,710133.88,590097.44,0.72134197,,,
GBR,FRA,2015,5,2359951588,2936386372,735463.44,611710.94,0.72062904,,,
GBR,FRA,2015,6,2314565577,2911110797,739390.75,616477.63,0.72100919,,,
GBR,FRA,2015,7,2253523343,2955596826,739788.19,605832.31,0.7068305,,,
GBR,FRA,2015,8,2175128184,2857104836,743198.13,614465.88,0.71385306,,,
GBR,FRA,2015,9,2247140917,2994199003,732522.81,619749.63,0.73072803,,,
GBR,FRA,2015,10,2412292735,3022656173,723063.19,621284.25,0.74236816,,,
GBR,FRA,2015,11,2107665876,3077191605,730595.63,595154.44,0.7057814,,,
GBR,FRA,2015,12,2055592124,3019679377,723684.31,604454.44,0.72566307,,,
GBR,FRA,2016,1,2143029242,2774906954,698905.94,604991.06,0.75412726,,,
GBR,FRA,2016,2,2268505427,3009358732,695600.25,617036.69,0.77618337,,,
GBR,FRA,2016,3,2253091661,2916672746,694354.19,616491,0.78028792,,,
GBR,FRA,2016,4,2637592277,2867686487,700467.06,628809.94,0.79238164,,,
GBR,FRA,2016,5,2197009478,2946530401,712976.69,627749.94,0.77879655,,,
GBR,FRA,2016,6,2199005541,2968759954,699039.88,623688.19,0.79083312,,,
GBR,FRA,2016,7,2116690115,2443909119,649252.69,615283.63,0.84175199,,,
GBR,FRA,2016,8,2055531890,2825880845,650687.56,624598.44,0.8549071,,,
GBR,FRA,2016,9,2091217057,2614110234,655045.94,625964.5,0.85335195,,,
GBR,FRA,2016,10,1879694597,2380894838,618203.5,616923.44,0.89351475,,,
GBR,FRA,2016,11,2299260769,2548625256,624902.69,606579.06,0.86864156,,,
GBR,FRA,2016,12,2190042496,2987863348,630324.94,594500.44,0.84356499,,,
GBR,FRA,2017,1,2423951595,2695244828,621867.13,600820.31,0.86366409,,,
GBR,FRA,2017,2,2408476420,2673716107,632670.94,604293.56,0.85247558,,,
GBR,FRA,2017,3,2658531163,2773349399,625859.88,608517.19,0.86641228,,,
GBR,FRA,2017,4,2571773628,2733764592,642106.13,612526.69,0.84872544,,,
GBR,FRA,2017,5,2917611505,2862451025,658280.44,632889.5,0.85458213,,,
GBR,FRA,2017,6,2892977226,3051686781,652876.44,644902.25,0.87718141,,,
GBR,FRA,2017,7,2742295378,2761281610,663663.63,663258.94,0.88665187,,,
GBR,FRA,2017,8,2637338101,3035673887,664170,681503.06,0.91090643,,,
GBR,FRA,2017,9,2938120139,2924588598,684868.75,689386.44,0.8941415,,,
GBR,FRA,2017,10,2884983302,2902698876,680683.06,681826.19,0.89031547,,,
GBR,FRA,2017,11,2770797499,3084772195,682738.06,681250.94,0.88777089,,,
GBR,FRA,2017,12,3000743995,3045823196,694897.75,688977.25,0.88300365,,,
GBR,GRC,2012,1,128011402.4,88478721.57,647966.44,63402.383,0.83150345,,,
GBR,GRC,2012,2,121573675.9,87925435.65,659926.88,64455.926,0.83701295,,,
GBR,GRC,2012,3,134893554.6,91514028.11,660968.31,63831.012,0.83463746,,,
GBR,GRC,2012,4,102607540.2,98345164.93,668906.69,63131.137,0.82268661,,,
GBR,GRC,2012,5,127070488.9,94645828.03,671151.69,61074.5,0.80346304,,,
GBR,GRC,2012,6,92685929.02,91733508.09,661749.25,59556.488,0.8048411,,,
GBR,GRC,2012,7,115907354.9,88626369.92,668370.75,58148.883,0.78799689,,,
GBR,GRC,2012,8,101610204.2,88313153.51,674364.38,58532.855,0.7891776,,,
GBR,GRC,2012,9,94727181.12,87864998.11,692458.63,60517.848,0.79768515,,,
GBR,GRC,2012,10,106018042.1,86482265.23,691685.19,60896.879,0.8066842,,,
GBR,GRC,2012,11,111799543.6,85294311.5,688198.13,59818.02,0.80346209,,,
GBR,GRC,2012,12,104737248,84025124.5,670056.31,60772.734,0.84584498,,,
GBR,GRC,2013,1,112600309.3,94541619.63,691273.94,61147.563,0.83231086,,,
GBR,GRC,2013,2,93760805.65,82240026.5,671910.38,61219.574,0.86307269,,,
GBR,GRC,2013,3,107177508,83789938.71,655976.38,59162.141,0.8600837,,,
GBR,GRC,2013,4,114331236.4,107636368.2,667388.25,59196.262,0.85157335,,,
GBR,GRC,2013,5,111683669.3,78372430,671846.06,58777.59,0.84824568,,,
GBR,GRC,2013,6,98063638.35,104861609.5,684647.56,59492.664,0.85082281,,,
GBR,GRC,2013,7,167337418,93307904.15,674946.75,58780.473,0.86111176,,,
GBR,GRC,2013,8,140775703,96685952.97,690120.13,59453.316,0.85914719,,,
GBR,GRC,2013,9,120477484.8,90401342.37,708640.69,59261.266,0.84119093,,,
GBR,GRC,2013,10,138170482.8,104703490.3,720765.56,60166.445,0.84694856,,,
GBR,GRC,2013,11,100211304.6,95184386.54,723164.25,59674.363,0.83921117,,,
GBR,GRC,2013,12,117772079.1,92380573.5,739867.94,60741.781,0.83689398,,,
GBR,GRC,2014,1,135452896.5,92777950.6,747716.25,60458.176,0.82616204,,,
GBR,GRC,2014,2,139095001.1,100160699.3,744186.5,60619.469,0.83723736,,,
GBR,GRC,2014,3,117976787.6,88144674.16,762049.44,61290.258,0.83154821,,,
GBR,GRC,2014,4,141305512.4,97459685.52,771107.25,61188.91,0.82525408,,,
GBR,GRC,2014,5,122469740.6,90792711.02,778555.56,61249.836,0.81493765,,,
GBR,GRC,2014,6,130380447.9,97322608.61,783302.25,61040.844,0.80407447,,,
GBR,GRC,2014,7,190009574.2,104779428.9,784603.69,61216.668,0.80193096,,,
GBR,GRC,2014,8,123768529.1,90271628.84,776327.63,59887.047,0.79727691,,,
GBR,GRC,2014,9,132199227,101250145,757616.94,57709.316,0.79165119,,,
GBR,GRC,2014,10,131661078.2,97175184.27,747017.5,56383.609,0.78883928,,,
