rcode,pcode,year,month,exports_sa,imports_sa,rGDP,pGDP,bexrate,,,
GBR,CHN,2017,6,1399917708,4934559641,652876.44,3054005.5,0.11474426,,,
GBR,CHN,2017,7,1716532006,4890975144,663663.63,3124804.3,0.11368663,,,
GBR,CHN,2017,8,1498489747,5086112573,664170,3286744.8,0.1156574,,,
GBR,CHN,2017,9,1561632538,5112721275,684868.75,3454698.3,0.11425321,,,
GBR,CHN,2017,10,1692626865,4842924300,680683.06,3544863,0.11444338,,,
GBR,CHN,2017,11,2300136183,5284247576,682738.06,3360546.8,0.11428609,,,
GBR,CHN,2017,12,1829762068,5043310076,694897.75,3195792,0.11314683,,,
GBR,CYP,2012,1,94798726.05,17576565.98,647966.44,6329.3862,0.83150345,,,
GBR,CYP,2012,2,61692210.96,14843672.7,659926.88,6485.9756,0.83701295,,,
GBR,CYP,2012,3,61708259.22,18851717.86,660968.31,6474.8262,0.83463746,,,
GBR,CYP,2012,4,60193845.49,19302113.84,668906.69,6455.8291,0.82268661,,,
GBR,CYP,2012,5,52525586.26,19846996.1,671151.69,6250.7939,0.80346304,,,
GBR,CYP,2012,6,32462262.5,26098953.46,661749.25,6100.6211,0.8048411,,,
GBR,CYP,2012,7,54573538.37,17381634.89,668370.75,5961.5483,0.78799689,,,
GBR,CYP,2012,8,50137899.36,18537475.62,674364.38,6007.0947,0.7891776,,,
GBR,CYP,2012,9,56864928.21,43868991.22,692458.63,6217.2363,0.79768515,,,
GBR,CYP,2012,10,73901409.69,16471355.47,691685.19,6262.6797,0.8066842,,,
GBR,CYP,2012,11,83140799.48,17872856.43,688198.13,6068.6274,0.80346209,,,
GBR,CYP,2012,12,62423749.11,14368501.39,670056.31,6079.939,0.84584498,,,
GBR,CYP,2013,1,63028481.47,15988949.38,691273.94,6030.2168,0.83231086,,,
GBR,CYP,2013,2,62689121.73,21327536.64,671910.38,6115.9282,0.86307269,,,
GBR,CYP,2013,3,51973787.74,16237374.02,655976.38,5986.9917,0.8600837,,,
GBR,CYP,2013,4,40778241.65,17040501.11,667388.25,6067.7349,0.85157335,,,
GBR,CYP,2013,5,64438540.71,17902470.41,671846.06,5981.7388,0.84824568,,,
GBR,CYP,2013,6,76093443.8,16585333.67,684647.56,6010.5791,0.85082281,,,
GBR,CYP,2013,7,67021136.61,22407592.13,674946.75,5894.894,0.86111176,,,
GBR,CYP,2013,8,49027061.56,16190456.58,690120.13,5967.8936,0.85914719,,,
GBR,CYP,2013,9,45432454.47,15950207,708640.69,5954.187,0.84119093,,,
GBR,CYP,2013,10,62059059.76,20641187.32,720765.56,6050.8594,0.84694856,,,
GBR,CYP,2013,11,47346770.47,12754302.44,723164.25,5969.3696,0.83921117,,,
GBR,CYP,2013,12,50506858.81,19883234.57,739867.94,6043.7168,0.83689398,,,
GBR,CYP,2014,1,98525095.01,19037418.7,747716.25,5983.3643,0.82616204,,,
GBR,CYP,2014,2,102865187.8,13835612.51,744186.5,6015.6509,0.83723736,,,
GBR,CYP,2014,3,68138520.88,19584348.22,762049.44,6098.7534,0.83154821,,,
GBR,CYP,2014,4,63097695.92,19458833.2,771107.25,6105.2075,0.82525408,,,
GBR,CYP,2014,5,47972610.75,17833600.01,778555.56,6076.1353,0.81493765,,,
GBR,CYP,2014,6,41061158.39,14358629.54,783302.25,6020.8486,0.80407447,,,
GBR,CYP,2014,7,50370005.82,23927520.58,784603.69,6004.0049,0.80193096,,,
GBR,CYP,2014,8,45785176.32,21332260.28,776327.63,5869.8262,0.79727691,,,
GBR,CYP,2014,9,54452969.79,16757938.87,757616.94,5652.7021,0.79165119,,,
GBR,CYP,2014,10,50619380.33,18577766.08,747017.5,5519.2183,0.78883928,,,
GBR,CYP,2014,11,49189114.17,16323824.13,745255.63,5434.8818,0.77945131,,,
GBR,CYP,2014,12,52231573.26,16608051.67,732818,5376.604,0.78501403,,,
GBR,CYP,2015,1,44456901.32,16651895.97,712811.81,5070.0098,0.76183295,,,
GBR,CYP,2015,2,44306320.11,20612093.13,720199.88,4985.0337,0.74060208,,,
GBR,CYP,2015,3,43293065.95,14603392.64,707731.38,4791.9131,0.72370243,,,
GBR,CYP,2015,4,59738287.99,16878388.79,710133.88,4797.4097,0.72134197,,,
GBR,CYP,2015,5,40692480.75,20572138.6,735463.44,4968.4399,0.72062904,,,
GBR,CYP,2015,6,58003155.16,22178229.83,739390.75,5002.4561,0.72100919,,,
GBR,CYP,2015,7,31622538.03,17445679.46,739788.19,4911.4736,0.7068305,,,
GBR,CYP,2015,8,39211358.32,17740706.31,743198.13,4973.6748,0.71385306,,,
GBR,CYP,2015,9,67381267.51,19659583.76,732522.81,5008.6055,0.73072803,,,
GBR,CYP,2015,10,39345618.01,16514587.07,723063.19,5013.1694,0.74236816,,,
GBR,CYP,2015,11,35344859.98,21274325.14,730595.63,4770.9351,0.7057814,,,
GBR,CYP,2015,12,60783798.04,28110539.44,723684.31,4813.7612,0.72566307,,,
GBR,CYP,2016,1,33159748.95,16866009.51,698905.94,4786.4365,0.75412726,,,
GBR,CYP,2016,2,36837595.39,19495746.4,695600.25,4937.0132,0.77618337,,,
GBR,CYP,2016,3,35923757.72,20489222.37,694354.19,4988.0439,0.78028792,,,
GBR,CYP,2016,4,38122328.66,35178346.76,700467.06,5144.3906,0.79238164,,,
GBR,CYP,2016,5,37332215.06,14972293.63,712976.69,5157.0996,0.77879655,,,
GBR,CYP,2016,6,30054054.52,15284396.25,699039.88,5144.9404,0.79083312,,,
GBR,CYP,2016,7,32798799.47,16918395.03,649252.69,5096.4995,0.84175199,,,
GBR,CYP,2016,8,45694134.11,17179695.98,650687.56,5187.0825,0.8549071,,,
GBR,CYP,2016,9,37870537.06,24643003.09,655045.94,5211.8232,0.85335195,,,
GBR,CYP,2016,10,36585126.55,17068488.42,618203.5,5149.6934,0.89351475,,,
GBR,CYP,2016,11,34388477.05,19602054.97,624902.69,5031.8301,0.86864156,,,
GBR,CYP,2016,12,35561858.75,15256440.6,630324.94,4900.9839,0.84356499,,,
GBR,CYP,2017,1,36795807.98,15623979.74,621867.13,4922.3486,0.86366409,,,
GBR,CYP,2017,2,34416987.32,14531841.67,632670.94,4993.1279,0.85247558,,,
GBR,CYP,2017,3,37766016.39,16708308.13,625859.88,5070.3887,0.86641228,,,
GBR,CYP,2017,4,27716489.59,13590245.64,642106.13,5146.1821,0.84872544,,,
GBR,CYP,2017,5,45571733.33,17087877.12,658280.44,5327.3564,0.85458213,,,
GBR,CYP,2017,6,32184951.08,17235334.64,652876.44,5438.7051,0.87718141,,,
GBR,CYP,2017,7,45583659.08,15598605.17,663663.63,5603.98,0.88665187,,,
GBR,CYP,2017,8,47439747.29,17467604.8,664170,5762.4658,0.91090643,,,
GBR,CYP,2017,9,43309874.66,14301255.35,684868.75,5833.4907,0.8941415,,,
GBR,CYP,2017,10,44279477.57,18199159.89,680683.06,5773.8164,0.89031547,,,
GBR,CYP,2017,11,52014514.85,15982209.97,682738.06,5763.7915,0.88777089,,,
GBR,CYP,2017,12,42766903.29,16102787.34,694897.75,5823.9668,0.88300365,,,
GBR,CZE,2012,1,234361165.8,560940044.4,647966.44,51363.32,0.032563128,,,
GBR,CZE,2012,2,245984646.7,643187819.5,659926.88,53656.316,0.033422213,,,
GBR,CZE,2012,3,235532148.8,629848274,660968.31,54349.793,0.033822995,,,
GBR,CZE,2012,4,225483165.3,621714486.1,668906.69,53890.285,0.033160742,,,
GBR,CZE,2012,5,235654504.3,577754377.4,671151.69,51196.125,0.031691153,,,
GBR,CZE,2012,6,218687884.6,538960648.3,661749.25,49538.152,0.031389173,,,
GBR,CZE,2012,7,229114887.4,502542510.2,668370.75,48903.367,0.03096256,,,
GBR,CZE,2012,8,235028754.3,574416514.9,674364.38,50216.973,0.031539414,,,
GBR,CZE,2012,9,247474011.7,549754779.9,692458.63,52659.082,0.032237321,,,
GBR,CZE,2012,10,237754810.4,656043429.5,691685.19,52735.289,0.032348465,,,
GBR,CZE,2012,11,220278205.6,576898476.2,688198.13,51222.234,0.031673055,,,
GBR,CZE,2012,12,225007525.5,575312206.3,670056.31,52637.25,0.033528097,,,
GBR,CZE,2013,1,228650243,620270975.1,691273.94,52578.699,0.03255868,,,
GBR,CZE,2013,2,231276957.5,569793652.6,671910.38,53105.84,0.033873059,,,
GBR,CZE,2013,3,215992905.5,563821339.6,655976.38,51210.055,0.033496924,,,
GBR,CZE,2013,4,241446402.1,567793411.9,667388.25,51202.105,0.032957897,,,
GBR,CZE,2013,5,236997282.7,577204520,671846.06,51015.52,0.032743856,,,
GBR,CZE,2013,6,236517687.8,570762099.8,684647.56,52241.672,0.033027869,,,
GBR,CZE,2013,7,266915514.5,597275509.2,674946.75,51581.301,0.033202659,,,
GBR,CZE,2013,8,260271017.1,579091974.5,690120.13,53143.125,0.033276111,,,
GBR,CZE,2013,9,241197528.7,640593002.8,708640.69,53774.996,0.03261736,,,
GBR,CZE,2013,10,250056843.7,641043690.8,720765.56,55617.094,0.03299262,,,
GBR,CZE,2013,11,258547299.7,611863504.6,723164.25,52553.625,0.031167096,,,
GBR,CZE,2013,12,261712264.4,608163502.4,739867.94,52311.602,0.030415455,,,
GBR,CZE,2014,1,285450767,643327110.3,747716.25,52085.414,0.030056732,,,
GBR,CZE,2014,2,265248090.5,615791403.5,744186.5,52627.719,0.030504458,,,
GBR,CZE,2014,3,307771314.5,627790801,762049.44,53642.426,0.030354656,,,
GBR,CZE,2014,4,285815653.9,670786809.7,771107.25,53772.266,0.030061759,,,
GBR,CZE,2014,5,272791028.2,661701195.6,778555.56,53740.77,0.029674424,,,
GBR,CZE,2014,6,279362963.9,666227403.4,783302.25,53518.191,0.029291902,,,
GBR,CZE,2014,7,319069131.3,667597317.7,784603.69,53596.895,0.029206695,,,
GBR,CZE,2014,8,246767620.6,617584562.9,776327.63,52322.543,0.028662743,,,
GBR,CZE,2014,9,284681624.4,631874294.6,757616.94,51371.309,0.02868394,,,
GBR,CZE,2014,10,282462741.5,642982591.8,747017.5,50760.578,0.028593717,,,
GBR,CZE,2014,11,234846976.8,598306903.9,745255.63,50094.039,0.028174238,,,
GBR,CZE,2014,12,298717671.2,658840135.3,732818,49882.367,0.028420459,,,
GBR,CZE,2015,1,257269785.8,613053201.7,712811.81,46788.988,0.027300453,,,
GBR,CZE,2015,2,249662662.3,662807367.8,720199.88,46496.203,0.026825886,,,
GBR,CZE,2015,3,240606420.8,605329111.2,707731.38,45053.164,0.026426524,,,
GBR,CZE,2015,4,238549692,546991524.9,710133.88,45029.984,0.02629924,,,
GBR,CZE,2015,5,263088747.9,584579231.7,735463.44,46812.527,0.026290692,,,
GBR,CZE,2015,6,276817363.4,619427751.3,739390.75,47452.441,0.026400553,,,
GBR,CZE,2015,7,246650950.8,623046216.7,739788.19,47108.691,0.026089003,,,
GBR,CZE,2015,8,230354003.9,645540039.9,743198.13,47909.254,0.026397793,,,
GBR,CZE,2015,9,246377264.2,620035909.1,732522.81,48303.836,0.02699,,,
GBR,CZE,2015,10,253343397.8,634733650.3,723063.19,48432.672,0.027402805,,,
GBR,CZE,2015,11,243015942.6,662260221.1,730595.63,46544.145,0.026105829,,,
GBR,CZE,2015,12,250068765.1,608955009.8,723684.31,47324.281,0.02684075,,,
GBR,CZE,2016,1,245336058,622040441.9,698905.94,47432.898,0.027901325,,,
GBR,CZE,2016,2,263968800.5,656331567.5,695600.25,48572.223,0.028702335,,,
GBR,CZE,2016,3,245449208.6,629399223.2,694354.19,48727.227,0.028840654,,,
GBR,CZE,2016,4,263857256.3,664365563.1,700467.06,49977.387,0.029317457,,,
GBR,CZE,2016,5,236498171.7,648276974.1,712976.69,49939.57,0.028814824,,,
GBR,CZE,2016,6,246396857.9,619591005.9,699039.88,49599.625,0.029223131,,,
GBR,CZE,2016,7,226950564.7,487122985.2,649252.69,49003.316,0.031121707,,,
GBR,CZE,2016,8,253271214.5,601199703.8,650687.56,49735.879,0.031633459,,,
GBR,CZE,2016,9,224155849.5,618544713.2,655045.94,49801.727,0.031579848,,,
GBR,CZE,2016,10,224245445,504532582.2,618203.5,49059.359,0.033083107,,,
GBR,CZE,2016,11,241782086,597801066,624902.69,48295.102,0.032133758,,,
GBR,CZE,2016,12,226833522.8,611059882,630324.94,47429.391,0.031204654,,,
GBR,CZE,2017,1,219474364.7,588750621.7,621867.13,48055.582,0.03196381,,,
GBR,CZE,2017,2,218697597.4,575653362.6,632670.94,48658.227,0.03154679,,,
GBR,CZE,2017,3,218678884.7,598173162.7,625859.88,49324.438,0.032060251,,,
GBR,CZE,2017,4,198843671,534334500.9,642106.13,50343.523,0.031634692,,,
GBR,CZE,2017,5,220554115.5,591598491.8,658280.44,52735.395,0.032202564,,,
GBR,CZE,2017,6,223271363.7,613267303.3,652876.44,54448.543,0.033399396,,,
GBR,CZE,2017,7,225848753.5,605109045.8,663663.63,56601.891,0.034030002,,,
GBR,CZE,2017,8,242081105.7,642175485.6,664170,58192.734,0.034898993,,,
GBR,CZE,2017,9,246449449.4,647900143.5,684868.75,59101.184,0.034313288,,,
GBR,CZE,2017,10,244705554.5,651623823.8,680683.06,59249.008,0.03455139,,,
GBR,CZE,2017,11,247918716.5,638220884.9,682738.06,59842.547,0.034792509,,,
GBR,CZE,2017,12,258409736.7,591223308.7,694897.75,60274.488,0.034430463,,,
GBR,DEU,2012,1,4103307068,6855689873,647966.44,883931.88,0.83150345,,,
GBR,DEU,2012,2,4157637675,6920311812,659926.88,906990.94,0.83701295,,,
GBR,DEU,2012,3,4636711560,7043887994,660968.31,906620.5,0.83463746,,,
GBR,DEU,2012,4,3874994037,6783426217,668906.69,905145.5,0.82268661,,,
GBR,DEU,2012,5,3987051112,7009497724,671151.69,881934.13,0.80346304,,,
GBR,DEU,2012,6,4017172201,6622016984,661749.25,866187.06,0.8048411,,,
GBR,DEU,2012,7,3770335890,6577660206,668370.75,851795.88,0.78799689,,,
GBR,DEU,2012,8,3903481053,7123934067,674364.38,859853.63,0.7891776,,,
GBR,DEU,2012,9,3887281691,6691164451,692458.63,891543.19,0.79768515,,,
GBR,DEU,2012,10,3947700300,7032329832,691685.19,899687.25,0.8066842,,,
GBR,DEU,2012,11,4690926408,7063791427,688198.13,890541.56,0.80346209,,,
GBR,DEU,2012,12,3931641126,6872769012,670056.31,911748.13,0.84584498,,,
GBR,DEU,2013,1,4318944290,7526876655,691273.94,924501.69,0.83231086,,,
GBR,DEU,2013,2,3832752238,6822532795,671910.38,933530.5,0.86307269,,,
GBR,DEU,2013,3,3488110251,6620106316,655976.38,909894.31,0.8600837,,,
GBR,DEU,2013,4,3552973181,7004629062,667388.25,918225.88,0.85157335,,,
GBR,DEU,2013,5,3418434078,6981505750,671846.06,918266.94,0.84824568,,,
GBR,DEU,2013,6,3489110197,7003934376,684647.56,936102.44,0.85082281,,,
GBR,DEU,2013,7,3717611213,7369578930,674946.75,931530.13,0.86111176,,,
GBR,DEU,2013,8,3716559047,7145360872,690120.13,950460.44,0.85914719,,,
GBR,DEU,2013,9,3717552623,7136743984,708640.69,955731.5,0.84119093,,,
GBR,DEU,2013,10,3877484603,7498402864,720765.56,978902.38,0.84694856,,,
GBR,DEU,2013,11,3454019966,7561607125,723164.25,973099,0.83921117,,,
GBR,DEU,2013,12,3890420988,7607518919,739867.94,992737.19,0.83689398,,,
GBR,DEU,2014,1,3909066651,8102956992,747716.25,990313.94,0.82616204,,,
GBR,DEU,2014,2,4142047605,7942160457,744186.5,994941.63,0.83723736,,,
GBR,DEU,2014,3,4405496728,8027084082,762049.44,1007962.6,0.83154821,,,
GBR,DEU,2014,4,4332316096,8230789919,771107.25,1008307.6,0.82525408,,,
GBR,DEU,2014,5,4494762007,8194250810,778555.56,1004716.4,0.81493765,,,
GBR,DEU,2014,6,4024166759,8050231994,783302.25,996771.13,0.80407447,,,
GBR,DEU,2014,7,4478194840,8841360740,784603.69,995173.38,0.80193096,,,
GBR,DEU,2014,8,4002508055,7918136696,776327.63,982914.81,0.79727691,,,
GBR,DEU,2014,9,3967421116,8335230652,757616.94,956285.75,0.79165119,,,
GBR,DEU,2014,10,4188373593,7918979840,747017.5,943318.56,0.78883928,,,
GBR,DEU,2014,11,3699592155,7768533000,745255.63,930940,0.77945131,,,
GBR,DEU,2014,12,4119236800,8480712394,732818,922969.19,0.78501403,,,
GBR,DEU,2015,1,4000574816,7731654898,712811.81,872232.75,0.76183295,,,
GBR,DEU,2015,2,3793622914,7813983922,720199.88,854786.69,0.74060208,,,
GBR,DEU,2015,3,3902939059,7958484668,707731.38,818990.81,0.72370243,,,
GBR,DEU,2015,4,4004593072,7804308332,710133.88,817281,0.72134197,,,
GBR,DEU,2015,5,3915552200,7258176168,735463.44,847085.56,0.72062904,,,
GBR,DEU,2015,6,4175946032,7993243758,739390.75,853556,0.72100919,,,
GBR,DEU,2015,7,3767278243,8039413197,739788.19,838689.13,0.7068305,,,
GBR,DEU,2015,8,3912092844,7538919009,743198.13,852094.88,0.71385306,,,
GBR,DEU,2015,9,3813674618,7532471031,732522.81,860884.88,0.73072803,,,
GBR,DEU,2015,10,3711123668,7901264392,723063.19,864479.31,0.74236816,,,
GBR,DEU,2015,11,3913248748,7675548359,730595.63,828819.56,0.7057814,,,
GBR,DEU,2015,12,3658298221,7471586913,723684.31,842476.63,0.72566307,,,
GBR,DEU,2016,1,3561063125,6978019515,698905.94,843927.31,0.75412726,,,
GBR,DEU,2016,2,4178489987,7823311932,695600.25,863970.88,0.77618337,,,
GBR,DEU,2016,3,3359833458,7319737147,694354.19,866454.56,0.78028792,,,
GBR,DEU,2016,4,3974578502,7628038976,700467.06,887090.81,0.79238164,,,
GBR,DEU,2016,5,3598098215,7548388183,712976.69,886448.38,0.77879655,,,
GBR,DEU,2016,6,3563113208,7612345991,699039.88,881558.81,0.79083312,,,
GBR,DEU,2016,7,3521607413,6506704123,649252.69,870512.63,0.84175199,,,
GBR,DEU,2016,8,3562776343,7297311552,650687.56,884171.25,0.8549071,,,
GBR,DEU,2016,9,3701901273,7396868116,655045.94,886583.63,0.85335195,,,
GBR,DEU,2016,10,3395658838,6187225436,618203.5,874248.25,0.89351475,,,
GBR,DEU,2016,11,3656644606,7305873387,624902.69,859180.31,0.86864156,,,
GBR,DEU,2016,12,3727075050,7212926370,630324.94,841674.06,0.84356499,,,
GBR,DEU,2017,1,3765262528,7113652414,621867.13,850222.81,0.86366409,,,
GBR,DEU,2017,2,3805095677,7002356575,632670.94,856701.88,0.85247558,,,
GBR,DEU,2017,3,4090283655,7452813712,625859.88,864255.19,0.86641228,,,
GBR,DEU,2017,4,3549518799,6703154660,642106.13,871516.13,0.84872544,,,
GBR,DEU,2017,5,3596284102,7376382170,658280.44,902188.38,0.85458213,,,
GBR,DEU,2017,6,3872589619,7272934334,652876.44,921035.25,0.87718141,,,
GBR,DEU,2017,7,3898447379,7031289472,663663.63,949014,0.88665187,,,
GBR,DEU,2017,8,4055510934,7797949716,664170,974976.19,0.91090643,,,
GBR,DEU,2017,9,3997164361,7517424506,684868.75,986111.06,0.8941415,,,
GBR,DEU,2017,10,3931734659,7580835586,680683.06,975155.94,0.89031547,,,
GBR,DEU,2017,11,3975630724,7636174107,682738.06,974549.75,0.88777089,,,
GBR,DEU,2017,12,4065861713,7688648921,694897.75,985820.5,0.88300365,,,
GBR,DNK,2012,1,350085528.5,822479456.4,647966.44,81388.352,0.11190305,,,
GBR,DNK,2012,2,344861736.1,791339045.1,659926.88,83640.742,0.11258046,,,
GBR,DNK,2012,3,418121959.5,956153215.7,660968.31,83772.125,0.11224674,,,
GBR,DNK,2012,4,366934399,869198094.2,668906.69,83800.484,0.11062536,,,
GBR,DNK,2012,5,387491271.9,805258102.9,671151.69,81779.836,0.10827976,,,
GBR,DNK,2012,6,381160194.7,605151956,661749.25,80164.148,0.10832475,,,
GBR,DNK,2012,7,355860610,655356130.4,668370.75,78628.531,0.10585093,,,
GBR,DNK,2012,8,382415111,839264300.5,674364.38,79346.766,0.10598629,,,
GBR,DNK,2012,9,332976627.8,609354932.6,692458.63,82252.578,0.1071158,,,
GBR,DNK,2012,10,335467098.9,669674049.5,691685.19,82903.055,0.1082037,,,
GBR,DNK,2012,11,329041692.7,657629274.3,688198.13,82005.836,0.10765056,,,
GBR,DNK,2012,12,339690337.7,916197581.3,670056.31,83965.352,0.11328636,,,
GBR,DNK,2013,1,471113111.8,723539356.1,691273.94,85214.695,0.11152077,,,
GBR,DNK,2013,2,334371802.8,721324820,671910.38,85755.281,0.11567993,,,
GBR,DNK,2013,3,374138437.1,533985255.6,655976.38,83363.25,0.11540095,,,
GBR,DNK,2013,4,306905832.9,683714113.7,667388.25,83781.906,0.1142106,,,
GBR,DNK,2013,5,325992837.2,669834092.9,671846.06,83880.531,0.11391027,,,
GBR,DNK,2013,6,339666433.8,720002363.8,684647.56,85509.664,0.11427329,,,
GBR,DNK,2013,7,367704928,671316062.2,674946.75,84961.227,0.1154946,,,
GBR,DNK,2013,8,408205032.9,719195857.6,690120.13,86598.078,0.11519202,,,
GBR,DNK,2013,9,371525406.3,769758905.9,708640.69,87012.898,0.11277787,,,
GBR,DNK,2013,10,335889505.8,672309139.2,720765.56,89070.648,0.11356207,,,
GBR,DNK,2013,11,285353233.2,793472927.8,723164.25,88206.016,0.11241326,,,
GBR,DNK,2013,12,596466303.2,590097906.6,739867.94,89764.219,0.11214013,,,
GBR,DNK,2014,1,419809268,654911736.2,747716.25,89315.969,0.11072667,,,
GBR,DNK,2014,2,488730993.1,630929919.6,744186.5,90729.172,0.11345795,,,
GBR,DNK,2014,3,539205104.9,547076612,762049.44,90868.469,0.11140365,,,
GBR,DNK,2014,4,365773912.7,518533664.9,771107.25,90863.133,0.11051765,,,
GBR,DNK,2014,5,399330252.4,576308600.8,778555.56,90828.883,0.10935301,,,
GBR,DNK,2014,6,364121938.2,565959292.7,783302.25,90149.563,0.10781273,,,
GBR,DNK,2014,7,327879656.7,647344970.5,784603.69,90130.008,0.1075464,,,
GBR,DNK,2014,8,329329415.7,636317045.4,776327.63,89109.031,0.10694007,,,
GBR,DNK,2014,9,358502574.9,630190946.9,757616.94,86882.508,0.1063272,,,
GBR,DNK,2014,10,342637491.8,629472344.9,747017.5,85776.609,0.10595187,,,
GBR,DNK,2014,11,319380596,657794033.5,745255.63,84609.828,0.10474323,,,
GBR,DNK,2014,12,315631240.6,632505314.5,732818,83925.82,0.10564525,,,
GBR,DNK,2015,1,300600300.5,512016554.4,712811.81,79096.289,0.10234627,,,
GBR,DNK,2015,2,274835490.1,526627863.2,720199.88,77136.898,0.099333569,,,
GBR,DNK,2015,3,251281725.9,455618220,707731.38,73603.727,0.096984126,,,
GBR,DNK,2015,4,293703190.7,458541568.6,710133.88,73149.078,0.096584328,,,
GBR,DNK,2015,5,284279701.9,412095203.8,735463.44,75632.008,0.096425198,,,
GBR,DNK,2015,6,308217796.5,427937326.5,739390.75,76203.117,0.096639045,,,
GBR,DNK,2015,7,304341230.4,410856864.8,739788.19,74729.68,0.094721273,,,
GBR,DNK,2015,8,275136135.7,418180524.4,743198.13,75645.672,0.095632069,,,
GBR,DNK,2015,9,314222623.9,355422934.2,732522.81,76205.32,0.097937599,,,
GBR,DNK,2015,10,302851233.2,423071841.1,723063.19,76267.297,0.099496491,,,
GBR,DNK,2015,11,271017019.9,425538945.2,730595.63,73124.148,0.094593182,,,
GBR,DNK,2015,12,311424046.4,425489104.6,723684.31,74299.086,0.097215094,,,
GBR,DNK,2016,1,282825056.6,436966631,698905.94,74546.219,0.10118652,,,
GBR,DNK,2016,2,284561101.8,429275986.7,695600.25,76108.203,0.10399241,,,
GBR,DNK,2016,3,260138198.8,485665792,694354.19,76263.078,0.10458613,,,
GBR,DNK,2016,4,292085530.9,522579515.9,700467.06,78195.469,0.10649829,,,
GBR,DNK,2016,5,274121203.7,530647640.7,712976.69,78078.367,0.10455899,,,
GBR,DNK,2016,6,285979058.1,451038043.8,699039.88,77781.695,0.10632537,,,
GBR,DNK,2016,7,303851429.1,404967148.8,649252.69,76790.594,0.11311219,,,
GBR,DNK,2016,8,279725197.4,377530374,650687.56,78226.422,0.11488646,,,
GBR,DNK,2016,9,270227107.4,423133787.4,655045.94,78600.578,0.11458242,,,
GBR,DNK,2016,10,279313498.3,402341196.7,618203.5,77796.734,0.12008075,,,
GBR,DNK,2016,11,285706316.1,407229944.5,624902.69,76828.75,0.11670462,,,
GBR,DNK,2016,12,251882380.9,449041813.4,630324.94,75706.305,0.11342381,,,
GBR,DNK,2017,1,280036622.8,695838753.3,621867.13,76875.289,0.11614808,,,
GBR,DNK,2017,2,267398605.6,475743155.3,632670.94,77021.258,0.11466422,,,
GBR,DNK,2017,3,301184045.2,453967304.3,625859.88,76934.031,0.11606692,,,
GBR,DNK,2017,4,265599725.7,457517323.2,642106.13,77439.797,0.11415523,,,
GBR,DNK,2017,5,304090162.5,389439257.2,658280.44,79592.102,0.11486939,,,
GBR,DNK,2017,6,288402091.5,555881921.4,652876.44,80743.141,0.11793076,,,
GBR,DNK,2017,7,288400496.3,572652882.1,663663.63,82616.023,0.11914513,,,
GBR,DNK,2017,8,327810862.8,783788408.5,664170,85075.617,0.1224687,,,
GBR,DNK,2017,9,286987561.7,552877943.9,684868.75,86173.641,0.12017352,,,
GBR,DNK,2017,10,290384955,522478005.5,680683.06,85338.008,0.11961481,,,
GBR,DNK,2017,11,318487144.4,493513286.9,682738.06,85134.492,0.11941877,,,
GBR,DNK,2017,12,320261612.8,488871322,694897.75,85756.109,0.11863042,,,
GBR,ESP,2012,1,1080375056,1491366764,647966.44,339506.03,0.83150345,,,
GBR,ESP,2012,2,1158747396,1507474120,659926.88,346679.06,0.83701295,,,
GBR,ESP,2012,3,1183441363,1500170036,660968.31,344858.97,0.83463746,,,
GBR,ESP,2012,4,1058764336,1481849341,668906.69,342626.59,0.82268661,,,
GBR,ESP,2012,5,1193665909,1549896155,671151.69,332676,0.80346304,,,
GBR,ESP,2012,6,818962235.3,1330849942,661749.25,325598.75,0.8048411,,,
GBR,ESP,2012,7,1042641172,1390859011,668370.75,319076.91,0.78799689,,,
GBR,ESP,2012,8,1107157872,1549727671,674364.38,320816.38,0.7891776,,,
GBR,ESP,2012,9,994501722.2,1415920952,692458.63,331313.97,0.79768515,,,
GBR,ESP,2012,10,1231543330,1556245910,691685.19,333002.38,0.8066842,,,
GBR,ESP,2012,11,1028688106,1381648429,688198.13,329176.31,0.80346209,,,
GBR,ESP,2012,12,1022394396,1637217816,670056.31,336564.56,0.84584498,,,
GBR,ESP,2013,1,1092238784,1716123422,691273.94,340816.69,0.83231086,,,
GBR,ESP,2013,2,1025998006,1518041323,671910.38,342498.94,0.86307269,,,
GBR,ESP,2013,3,1007428940,1457036847,655976.38,332236.63,0.8600837,,,
GBR,ESP,2013,4,1118546087,1547794561,667388.25,333687.63,0.85157335,,,
GBR,ESP,2013,5,1076573728,1535407417,671846.06,332353.63,0.84824568,,,
GBR,ESP,2013,6,1072025949,1539901435,684647.56,337443.19,0.85082281,,,
GBR,ESP,2013,7,1213736483,1586120939,674946.75,334445.13,0.86111176,,,
GBR,ESP,2013,8,974052410.4,1576624666,690120.13,341059,0.85914719,,,
GBR,ESP,2013,9,1104676956,1566200083,708640.69,342767.75,0.84119093,,,
GBR,ESP,2013,10,1071989661,1770162166,720765.56,350891.75,0.84694856,,,
GBR,ESP,2013,11,1145945337,1710801446,723164.25,347227.09,0.83921117,,,
GBR,ESP,2013,12,1274286534,1720862467,739867.94,352632.59,0.83689398,,,
GBR,ESP,2014,1,1171277617,1768037027,747716.25,350188.03,0.82616204,,,
GBR,ESP,2014,2,1190111674,1797723644,744186.5,351716.06,0.83723736,,,
GBR,ESP,2014,3,1147425651,1823132407,762049.44,356209.5,0.83154821,,,
